Session ID,Turn,Question,Expected Chunk ID,Actual Chunk ID,Expected Answer,Found,Actual Answer,Result,Comments,Reasons for Failure
5,1,ผมสามารถเบิกค่าดัดฟันกับประกันสังคมได้ไหมครับ,2,"5,1,7,21,2,25,8,19,14,9,6,28",ไม่ได้ครับ กรณีเบิกสำหรับค่ารักษาดัดฟันจะอยู่นอกเหนือกรณีที่ประกันสังคมระบุไว้นะครับ,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีการดัดฟันนั้น ไม่ปรากฏในสิทธิประโยชน์ที่สามารถเบิกได้จากประกันสังคมตามคู่มือผู้ประกันตนค่ะ

ไม่ทราบว่าสนใจรายละเอียดสิทธิประโยชน์ด้านอื่นเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk (2) despite extra IDs. The answer correctly states that orthodontic treatment cannot be claimed under social security benefits, matching the expected meaning.",
5,2,แล้วถ้าไปหาหมอฟันที่คลินิคสามารถเบิกค่าอะไรได้บ้างครับ,2,"5,7,2,43,3,1,8,36,41,27,28,9","กรณีทันตกรรมที่ประกันสังคมระบุไว้มีดังนี้

- กรณีถอนฟัน อุดฟัน ขูดหินปูน และผ่าตัด ฟันคุดให้ผู้ประกันตนมีสิทธิได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็นในอัตราไม่เกิน 900 บาท ต่อปี

ในกรณีที่ผู้ประกันตนเข้ารับบริการทางการแพทย์ ณ สถานพยาบาจ
ที่ทำความตกลงกับสำนักงานประกันสังคมให้ผู้ประกันตนจ่ายค่าบริการทางการแพทย์ให้กับสถานพยาบาล ส่วนเกินจากสิทธิที่ได้รับ
- กรณีใส่ฟันเทียมชนิดถอดได้บางส่วน จะได้รับค่าบริการทางการแพทย์และค่าฟันเทียม เท่าที่จ่ายจริงตามความจำเป็นไม่เกิน 1,500 บาท ภายในระยะเวลา 5 ปี นับแต่วันที่ใส่ฟันเทียม ดังนี้
   1) 1-5 ซี่ เท่าที่จ่ายจริงตามความจำเป็น ไม่เกิน 1,300 บาท
   2) มากกว่า 5 ชี่ เท่าที่จ่ายจริงตามความจำเป็นไม่เกิน 1,500 บาท
- กรณีใส่ฟันเทียมชนิดถอดได้ทั้งปาก เบิกได้เท่าที่จ่ายจริง ไม่เกิน 4,400 บาท ภายใน 5 ปี นับแต่วันที่ใส่ฟันเทียมตามหลักเกณฑ์ ดังนี้
   1) ฟันเทียมชนิดถอดได้ทั้งปากบนหรือล่างเท่าที่จ่ายจริงไม่เกิน 2,400 บาท
   2) ฟันเทียมชนิดถอดได้ทั้งปากบนและล่างเท่าที่จ่ายจริงไม่เกิน 4,400 บาท",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีผู้ประกันตนเข้ารับบริการทางการแพทย์ ณ สถานพยาบาลที่ทำความตกลงกับสำนักงานประกันสังคม สามารถเบิกค่าบริการทันตกรรมได้ดังนี้ค่ะ

*   **ถอนฟัน อุดฟัน ขูดหินปูน และผ่าตัดฟันคุด:** เบิกได้ตามที่จ่ายจริง ไม่เกิน 900 บาทต่อปี
*   **ใส่ฟันเทียมชนิดถอดได้บางส่วน:** เบิกได้ตามที่จ่ายจริง ไม่เกิน 1,500 บาท ภายใน 5 ปี
*   **ใส่ฟันเทียมชนิดถอดได้ทั้งปาก:** เบิกได้ตามที่จ่ายจริง ไม่เกิน 4,400 บาท ภายใน 5 ปี

ไม่ทราบว่าต้องการสอบถามรายละเอียดเพิ่มเติมเกี่ยวกับสิทธิประโยชน์ด้านทันตกรรม หรือด้านอื่น ๆ อีกไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer is mostly correct and aligns with the benefits, but it omits sub-limits (1–5 teeth = 1,300 baht; per-arch 2,400 baht) and the note about paying any excess, making it slightly vague but acceptable.",
6,1,ต้องการเปลี่ยนแปลงข้อมูลผู้ประกันตนต้องทำยังไง,0,"25,1,0,21,2,23,17,45,39,24,43,14",กรณีที่ผู้ประกันตนเปลี่ยนแปลงชื่อ-ชื่อสกุล หรือข้อมูลสถานภาพครอบครัวและข้อมูลจำนวนบุตรให้นายจ้างแจ้งภายในวันที่ 15 ของเดือนถัดจากเดือนที่มีการเปลี่ยนแปลง โดยใช้แบบแจ้งการเปลี่ยนแปลงข้อเท็จจริงของผู้ประกันตน (สปส.6-10),True,"หากต้องการเปลี่ยนแปลงข้อมูลผู้ประกันตน เช่น ชื่อ-ชื่อสกุล หรือข้อมูลสถานภาพครอบครัวและจำนวนบุตร นายจ้างจะต้องแจ้งการเปลี่ยนแปลงภายในวันที่ 15 ของเดือนถัดจากเดือนที่มีการเปลี่ยนแปลง โดยใช้แบบแจ้งการเปลี่ยนแปลงข้อเท็จจริงของผู้ประกันตน (สปส.6-10) ค่ะ

ไม่ทราบว่าต้องการสอบถามรายละเอียดเพิ่มเติมเกี่ยวกับเรื่องนี้ไหมคะ",True,Answer clearly matches the expected instructions (deadline and form สปส.6-10); retrieval includes the expected chunk. Minor extra politeness only.,
6,2,ถ้าแจ้งช้ากว่าวันที่ 15 ของเดือนถัดจากที่มีการเปลี่ยนแปลง จะเกิดอะไรขึ้น หรือขะทำยังไงได้บ้าง,0,"44,46,1,13,21,16,20,2,39,38,28,45",ขออภัยครับ ข้อมูลส่วนนี้ไม่ปรากฎในคู่มือประกันตนที่ผมเข้าถึง ณ ตอนนี้ จึงยืนยันคำตอบให้ไม่ได้ครับ ,False,"หากนายจ้างแจ้งการเปลี่ยนแปลงข้อเท็จจริงของผู้ประกันตนล่าช้ากว่าวันที่ 15 ของเดือนถัดจากเดือนที่มีการเปลี่ยนแปลง จะถือว่าเป็นการแจ้งล่าช้าค่ะ

ในกรณีนี้ หากต้องการดำเนินการแก้ไขข้อมูล สามารถติดต่อสอบถามรายละเอียดเพิ่มเติมได้ที่สำนักงานประกันสังคมในพื้นที่ หรือโทรสายด่วน 1506 ค่ะ",False,"Retrieval missed the expected chunk and does not show clear overlap. The answer asserts a policy (“ถือว่าเป็นการแจ้งล่าช้า”) instead of acknowledging lack of information as in the expected reply, making the content unsupported despite offering a reasonable next step.","[
  ""Missing expected chunk; retrieval failure causing unsupported or hallucinated content"",
  ""Failed to follow “information unavailable” fallback; provided unsupported guidance instead""
]"
7,1,เบิกค่าคลอดบุตรยังไงได้บ้าง,7,"7,1,27,18,28,10,40,43,15,12,44,14","ผูู้ประกันตนที่ส่งเงินสมทบครบ 5 เดือน ภายใน 15 เดือน
ก่อนเดือนที่คลอดมีสิทธิได้รับค่าคลอดบุตรโดยไม่จํากัดจํานวนครั้ง
ดังนี้
2.1 ผู้ประกันตนหญิง สามารถคลอดบุตรที่สถานพยาบาลใดก็ได้ แล้วนำสำเนาสูติบัตรของบุตร บัตรประจำตัวประชาชนมายื่นเรื่องที่สำนักงานประกันสังคมจะได้รับเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท และยังจะได้รับเงินสงเคราะห์การหยุดงานเพื่อการคลอดบุตรอีก ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ยเป็นเวลา 90 วัน
**หมายเหตุ (เงินสงเคราะห์การหยุดงานเพื่อการคลอดบุตร เบิกได้ไม่เกิน 2 ครั้ง)**
2.2 ผู้ประกันตนชาย ที่มีภริยาจดทะเบียนสมรสหรือหญิง ซึ่งอยู่กินกันฉันสามีภริยาแต่มิได้จดทะเบียนสมรส สามารถเบิกค่าคลอดบุตรได้ โดยนำสำเนาสูติบัตรของบุตร สำเนาทะเบียนสมรส (ถ้ามี) หรือหนังสือรับรองกรณีไม่มีทะเบียนสมรส (เฉพาะกรณีผู้ประกันตนไม่ได้จดทะเบียนสมรสกับภริยา) มาเบิกเงินที่สำนักงานประกันสังคม จะได้รับเฉพาะเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท
2.3 ค่าตรวจและรับฝากครรภ์
อายุครรภ์ไม่เกิน 12 สัปดาห์ จ่ายในอัตราเท่าที่จ่ายจริง ไม่เกิน 500 บาท
อายุครรภ์มากกว่า 12 สัปดาห์ แต่ไม่เกิน 20 สัปดาห์ จ่ายในอัตราเท่าที่จ่ายจริงไม่เกิน 300 บาท
อายุครรภ์มากกว่า 20 สัปดาห์ แต่ไม่เกิน 28 สัปดาห์ จ่ายในอัตราเท่าที่จ่ายจริงไม่เกิน 200 บาท",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ผู้ประกันตนหญิง สามารถเบิกค่าคลอดบุตรได้ โดยนำสำเนาสูติบัตรของบุตร และบัตรประจำตัวประชาชน ไปยื่นเรื่องที่สำนักงานประกันสังคม จะได้รับเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท และยังได้รับเงินสงเคราะห์การหยุดงานเพื่อการคลอดบุตร ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ย เป็นเวลา 90 วันค่ะ

ผู้ประกันตนชาย ที่มีภริยาจดทะเบียนสมรส หรือหญิงที่อยู่กินกันฉันสามีภริยาแต่มิได้จดทะเบียนสมรส สามารถเบิกค่าคลอดบุตรได้ โดยนำสำเนาสูติบัตรของบุตร สำเนาทะเบียนสมรส (ถ้ามี) หรือหนังสือรับรองกรณีไม่มีทะเบียนสมรส มาเบิกเงินที่สำนักงานประกันสังคม จะได้รับเฉพาะเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาทค่ะ

นอกจากนี้ ยังมีค่าตรวจและรับฝากครรภ์ โดยอายุครรภ์ไม่เกิน 12 สัปดาห์ จ่ายตามที่จ่ายจริงไม่เกิน 500 บาท อายุครรภ์มากกว่า 12 สัปดาห์ แต่ไม่เกิน 20 สัปดาห์ จ่ายตามที่จ่ายจริงไม่เกิน 300 บาท และอายุครรภ์มากกว่า 20 สัปดาห์ แต่ไม่เกิน 28 สัปดาห์ จ่ายตามที่จ่ายจริงไม่เกิน 200 บาทค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Mostly correct and comprehensive; retrieval includes the expected chunk (7) despite many extras. The answer covers amounts, required documents, and male/female cases plus ANC reimbursements. Minor omissions: the contribution eligibility (5 months within 15 months), unlimited claim note, and the 2-time limit for leave benefit.",
7,2,ถ้าจะเบิกค่าคลอดบุตรให้แฟนต้องทำยังไง,7,"7,1,43,28,10,27,18,40,45,5,2,15","ผู้ประกันตนชาย ที่มีภริยาจดทะเบียนสมรสหรือหญิง ซึ่งอยู่กินกันฉันสามีภริยาแต่มิได้จดทะเบียนสมรส สามารถเบิกค่าคลอดบุตรได้ โดยนำสำเนาสูติบัตรของบุตร สำเนาทะเบียนสมรส (ถ้ามี) หรือหนังสือรับรองกรณีไม่มีทะเบียนสมรส (เฉพาะกรณีผู้ประกันตนไม่ได้จดทะเบียนสมรสกับภริยา) มาเบิกเงินที่สำนักงานประกันสังคม จะได้รับเฉพาะเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากคุณเป็นผู้ประกันตนชาย และต้องการเบิกค่าคลอดบุตรให้ภริยา หรือหญิงที่อยู่กินกันฉันสามีภริยา (แต่มิได้จดทะเบียนสมรส) คุณจะต้องนำเอกสารดังนี้ไปยื่นเรื่องที่สำนักงานประกันสังคมค่ะ

*   สำเนาสูติบัตรของบุตร
*   สำเนาทะเบียนสมรส (หากมี) หรือหนังสือรับรองกรณีไม่มีทะเบียนสมรส (เฉพาะกรณีที่ไม่ได้จดทะเบียนสมรสกับภริยา)

เมื่อยื่นเอกสารครบถ้วนแล้ว คุณจะได้รับเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาทค่ะ

ไม่ทราบว่าต้องการสอบถามรายละเอียดเพิ่มเติมในส่วนไหนอีกไหมคะ?",True,"Retrieval includes the expected chunk; extra chunks are acceptable. The answer accurately covers eligibility, required documents, submission location, and the 13,000 Baht lump sum. Minor verbosity but content is correct and complete.",
8,1,ถ้าเกิดอุบัติเหตุจนพิการทำให้ทำงานไม่ได้ จะได้รับค่าชดเชยอย่างไรบ้าง,8,"44,36,51,39,38,1,37,13,8,28,23,48",กรณีทุพพลภาพระดับความสูญเสียรุนแรง ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ยตลอดชีวิต,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีประสบอุบัติเหตุจนทุพพลภาพและไม่สามารถทำงานได้ จะได้รับค่าทดแทนการขาดรายได้ในอัตราร้อยละ 70 ของค่าจ้างรายเดือนตลอดชีวิตค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval includes the correct chunk (ID 8), but the answer content is incorrect. It states 70% of monthly wage for life, while the expected benefit is 50% of average wage for life in severe disability cases.","[
  ""Factually incorrect rates, limits, or eligibility despite correct retrieval""
]"
9,1,กรณีทุพพลภาพ จะได้รับสิทธฺ์อะไรบ้าง,8,"8,39,27,28,15,1,51,29,36,10,40,2","ผู้ประกันตนที่ส่งเงินสมทบครบ 3 เดือน ภายใน 15 เดือน ก่อนเดือนที่ทุพพลภาพ
3.1 กรณีทุพพลภาพระดับความสูญเสียไม่รุนแรง ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ ดังนี้
3.1.1 ทุพพลภาพจนทำให้ความสามารถในการทำงานลดลงถึงขนาดไม่อาจประกอบการงานตามปกติและงานอื่นได้ ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ในอัตราร้อยละ 30 ของค่าจ้างตลอดระยะเวลาที่ไม่สามารถประกอบการงานได้แต่ไม่เกิน 180 เดือน
3.1.2 ทุพพลภาพจนทำให้ความสามารถในการทำงานลดลงโดยมีรายได้ลดลงจากเดิมจึงจะได้รับเงินทดแทนการขาดรายได้ในส่วนที่ลดลง แต่ไม่เกินร้อยละ 30 เป็นระยะเวลาไม่เกิน 180 เดือน
3.2 กรณีทุพพลภาพระดับความสูญเสียรุนแรง ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ยตลอดชีวิต
",True,"หากคุณทุพพลภาพ จะได้รับสิทธิประโยชน์ดังนี้ค่ะ

กรณีทุพพลภาพระดับความสูญเสียไม่รุนแรง:
*   ได้รับเงินทดแทนการขาดรายได้ร้อยละ 30 ของค่าจ้างตลอดระยะเวลาที่ไม่สามารถประกอบการงานได้ แต่ไม่เกิน 180 เดือน
*   หากมีความสามารถในการทำงานลดลงโดยมีรายได้ลดลงจากเดิม จะได้รับเงินทดแทนการขาดรายได้ส่วนที่ลดลง แต่ไม่เกินร้อยละ 30 เป็นระยะเวลาไม่เกิน 180 เดือน

กรณีทุพพลภาพระดับความสูญเสียรุนแรง:
*   ได้รับเงินทดแทนการขาดรายได้ร้อยละ 50 ของค่าจ้างเฉลี่ยตลอดชีวิต

นอกจากนี้ ยังได้รับค่าบริการทางการแพทย์ และค่ารถพยาบาลหรือค่าพาหนะรับส่งผู้ทุพพลภาพด้วยค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval includes the expected chunk (8), so acceptable. The answer correctly states the non-severe (30% up to 180 months) and severe (50% of lifetime average wage) benefits and adds relevant medical/transport benefits; it omits the contribution eligibility condition, but the question focused on benefits, so this is a minor omission.",
9,2,ถ้าทุพพลภาพมีสิทธิรักษาในรพ.เอกชนมั้ย,8,"8,3,43,39,4,2,29,28,51,45,15,1",มีสิทธิครับ ผู้ทุพพลภาพมีสิทธิได้รับค่าใช้จ่ายในกระบวนการฟื้นฟูสมรรถภาพของร่างกาย จิตใจและอาชีพ ตามประกาศสำนักงานประกันสังคม เรื่อง กำหนดหลักเกณฑ์อัตราค่าฟื้นฟูของผู้ทุพพลภาพ,True,"หากทุพพลภาพ คุณมีสิทธิได้รับค่าบริการทางการแพทย์ในโรงพยาบาลเอกชนค่ะ

*   **กรณีผู้ป่วยนอก:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงไม่เกินเดือนละ 2,000 บาท
*   **กรณีผู้ป่วยใน:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงไม่เกินเดือนละ 4,000 บาท

นอกจากนี้ ยังมีสิทธิได้รับค่ารถพยาบาลหรือค่าพาหนะรับส่งผู้ทุพพลภาพ เหมาจ่ายไม่เกินเดือนละ 500 บาท และค่าใช้จ่ายในกระบวนการฟื้นฟูสมรรถภาพของร่างกาย จิตใจและอาชีพด้วยค่ะ

ไม่ทราบว่าต้องการทราบรายละเอียดเพิ่มเติมในส่วนไหนอีกไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer correctly confirms eligibility for treatment in private hospitals and adds relevant benefit details (OPD/IPD caps, transport, rehab), which aligns with the intent. Content is accurate and slightly more detailed than the expected answer.",
9,3,ได้จำกัดครั้งละกี่บาทครับ,8,"28,37,3,18,41,7,36,5,1,31,10,27",ขออภัยครับ ข้อมูลส่วนนี้ไม่ปรากฎในคู่มือประกันตนที่ผมเข้าถึง ณ ตอนนี้ จึงยืนยันคำตอบให้ไม่ได้ครับ ,False,"สำหรับค่าบริการทางการแพทย์ในโรงพยาบาลเอกชนเมื่อทุพพลภาพ จะมีวงเงินจำกัดดังนี้ค่ะ

*   **กรณีผู้ป่วยนอก:** ไม่เกินเดือนละ 2,000 บาท
*   **กรณีผู้ป่วยใน:** ไม่เกินเดือนละ 4,000 บาท

นอกจากนี้ ค่ารถพยาบาลหรือค่าพาหนะรับส่งผู้ทุพพลภาพ จะเหมาจ่ายไม่เกินเดือนละ 500 บาทค่ะ

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มเติมไหมคะ?",False,Retrieval missed the expected chunk (8). The answer provides specific monetary limits that conflict with the expected response (information unavailable) and appears hallucinated; thus both retrieval and answer content are incorrect.,"[
  ""Missing expected chunk; retrieval failure causing unsupported or hallucinated content"",
  ""Failed to follow \""information unavailable\"" fallback; provided unsupported guidance instead"",
  ""Factually incorrect monetary limits provided""
]"
10,1,ถ้าต้ายได้ค่าคำศพเท่าไหร่,9,"42,36,9,3,27,28,2,5,7,12,31,8","ผู้ประกันตนที่ส่งเงินสมทบครบ 1 เดือน ภายใน 6 เดือน ก่อนเดือนถึงแก่ความตาย
• ได้รับค่าทําศพ 40,000 บาท",True,"หากผู้ประกันตนจ่ายเงินสมทบมาแล้ว 6 ใน 12 เดือนก่อนเดือนที่ตาย จะได้รับค่าทำศพ 40,000 บาทค่ะ

หากผู้จัดการศพเป็นผู้จัดการค่าทำศพ จะได้รับค่าทำศพตามอัตราที่กำหนดในกฎกระทรวงค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval includes the correct chunk, but the answer content has a factual error: it states eligibility as 6 in 12 months instead of 1 month within 6 months. The amount (40,000 บาท) is correct, but the added condition is misleading.","[
  ""Factually incorrect rates, limits, or eligibility despite correct retrieval""
]"
10,2,ได้เงินอย่างอื่นนอกจากค่าทำศพมั้ย,9,"42,9,27,30,1,36,28,2,7,3,8,12","มีเงินสงเคราะห์กรณีตายครับ
   - หากผู้ประกันตนจ่ายเงินสมทบตั้งแต่ 36 เดือนขึ้นไป แต่ไม่ถึง 120 เดือน จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 4 เดือน
   - หากผู้ประกันตนจ่ายเงินสมทบตั้งแต่ 120 เดือนขึ้นไป จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 12 เดือน",True,"หากผู้ประกันตนเสียชีวิต จะได้รับเงินสงเคราะห์กรณีตายด้วยค่ะ โดยจำนวนเงินจะขึ้นอยู่กับระยะเวลาที่จ่ายเงินสมทบ ดังนี้ค่ะ

*   จ่ายเงินสมทบตั้งแต่ 36 เดือนขึ้นไป แต่ไม่ถึง 120 เดือน จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 4 เดือน
*   จ่ายเงินสมทบตั้งแต่ 120 เดือนขึ้นไป จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 12 เดือน

ไม่ทราบว่าต้องการทราบรายละเอียดเพิ่มเติมในส่วนไหนอีกไหมคะ?",True,Answer matches the expected benefits and conditions accurately; retrieval includes the correct chunk (9) despite extra irrelevant chunks. Overall correct and acceptable.,
11,1,เงินบำนาญชราภาพของผมจะได้เท่าไหร่ต่อเดือน,11,"12,11,28,18,27,1,9,10,8,38,37,15","เงินบำนาญชราภาพ
ได้รับเงินบำนาญชราภาพร้อยละ 20 ของค่าจ้างเฉลี่ย 60 เดือนสุดท้าย ที่ใช้เป็นฐานในการคำนวณเงินสมทบก่อนความเป็นผู้ประกันตนสิ้นสุดลง กรณีจ่ายเงินสมทบมากกว่า 180 เดือน (15 ปีขึ้นไป) ให้ปรับเพิ่มอัตราเงินบำนาญชราภาพขึ้นอีกร้อยละ 1.5 ต่อระยะเวลาการจ่ายเงินสมทบครบทุก 12 เดือน

หากคุณต้องการให้ผมคำนวณ รบกวนขอข้อมูลดังนี้ 
1. ค่าจ้างเฉลี่ย 60 เดือนสุดท้าย ที่ใช้เป็นฐานในการคำนวณเงินสมทบก่อนความเป็นผู้ประกันตนสิ้นสุดลง
2. จำนวนปีทั้งหมดที่ส่งเงินสมทบ",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

เงินบำนาญชราภาพของคุณจะคำนวณจากค่าจ้างเฉลี่ย 60 เดือนสุดท้ายที่คุณใช้เป็นฐานในการคำนวณเงินสมทบก่อนความเป็นผู้ประกันตนสิ้นสุดลง โดยคิดในอัตราร้อยละ 20 ค่ะ หากคุณจ่ายเงินสมทบมากกว่า 180 เดือน (15 ปีขึ้นไป) จะปรับเพิ่มอีกร้อยละ 1.5 ต่อระยะเวลาการจ่ายเงินสมทบครบทุก 12 เดือนค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval includes the expected chunk (11), though with extra chunks. The answer correctly states the calculation rule (20% of last 60-month average, +1.5% per 12 months over 180 months). Minor omission: it didn’t explicitly ask for the specific inputs to compute the exact amount.",
11,2,ผมยังไม่มีข้อมูลตอนนี้ครับ,11,"50,40,39,38,13,42,9,14,11,52,45,28","หากคุณมีข้อมูลพร้อมแล้ว สามารถนำสูตรนี้ไปคำนวณได้ครับ
สูตรคำนวณเงินบำนาญชราภาพ
= ค่าจ้างเฉลี่ย 60 เดือนสุดท้าย คูณด้วย 20% (+ จำนวน % ที่เพิ่มให้อีกปีละ 1.5%)
**เงินบำนาญชราภาพ : จ่ายเป็นรายเดือนตลอดชีวิต**",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval is acceptable since chunk 11 is included. However, the answer is a generic greeting and does not provide the expected guidance or the pension formula, missing essential content.","[
  ""Incomplete answers omitting essential details, numbers, or specific requested information"",
  ""Irrelevant, generic, or off-topic responses not using retrieved context properly""
]"
12,1,ผมอยากรู้ว่าเงินบำเหน็จของผมคิดยังไง,11,"11,12,1,27,9,18,13,10,7,16,28,31","การคำนวณเงินบำเหน็จ แบ่งออกเป็น 2 กรณี
1.กรณีจ่ายเงินสมทบตั้งแต่ 1 - 11 เดือน
2.กรณีจ่ายเงินสมทบตั้งแต่ 12 - 179 เดือน
คุณอยู่ในกรณีไหนครับ
",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

เงินบำเหน็จชราภาพ จะจ่ายเป็นก้อนครั้งเดียวค่ะ โดยมีหลักเกณฑ์ดังนี้
กรณีจ่ายเงินสมทบต่ำกว่า 12 เดือน จะได้รับเงินบำเหน็จชราภาพเท่ากับจำนวนเงินสมทบเฉพาะส่วนของผู้ประกันตนค่ะ
กรณีจ่ายเงินสมทบตั้งแต่ 12 เดือนขึ้นไป แต่ไม่ครบ 180 เดือน จะได้รับเงินบำเหน็จชราภาพเท่ากับจำนวนเงินสมทบที่ผู้ประกันตนและนายจ้างจ่ายสมทบ พร้อมผลประโยชน์ตอบแทนตามที่สำนักงานประกันสังคมประกาศกำหนดค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable since it includes the expected chunk. The answer correctly explains the two calculation cases with accurate month ranges and details; minor difference in phrasing and not explicitly asking which case the user is in, but overall acceptable.",
12,2,แบบที่ 2 ครับ,11,"1,17,14,24,25,0,15,12,16,11,9,6","กรณีจ่ายเงินสมทบตั้งแต่ 12 - 179 เดือน
= เงินสมทบของผู้ประกันตน + เงินสมทบของนายจ้าง + ผลประโยชน์ตอบแทน
**เงินบำเหน็จชราภาพ : จ่ายเป็นก้อนครั้งเดียว**",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับผู้ประกันตนตามมาตรา 40 ทางเลือกที่ 2 จะจ่ายเงินสมทบเดือนละ 100 บาทค่ะ จะได้รับสิทธิประโยชน์ 4 กรณี ดังนี้ค่ะ
1. กรณีเจ็บป่วย
2. กรณีตาย (ค่าทำศพ)
3. กรณีทุพพลภาพ
4. กรณีชราภาพ (รับบำเหน็จ)

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval is acceptable (includes expected chunk 11), but the answer content is off-topic. It misinterprets “แบบที่ 2” as มาตรา 40 ทางเลือก 2 and fails to provide the expected lump-sum formula and details for 12–179 months contributions.","[
  ""Irrelevant, generic, or off-topic responses not using retrieved context properly"",
  ""Misinterpreted key term/context (แบบที่ 2), leading to wrong scope"",
  ""Incomplete answers omitting essential details, numbers, or specific requested information""
]"
