Session ID,Turn,Question,Expected Chunk ID,Actual Chunk ID,Expected Answer,Actual Answer,Result,Comments
5,1,ผมสามารถเบิกค่าดัดฟันกับประกันสังคมได้ไหมครับ,5,"5,1,7,21,2,25,8,19,14,9,6,28",ไม่ได้ครับ กรณีเบิกสำหรับค่ารักษาดัดฟันจะอยู่นอกเหนือกรณีที่ประกันสังคมระบุไว้นะครับ,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีทันตกรรม ประกันสังคมให้สิทธิประโยชน์สำหรับการถอนฟัน อุดฟัน ขูดหินปูน และผ่าตัดฟันคุด โดยสามารถเบิกค่าบริการทางการแพทย์ได้ตามความจำเป็นในอัตราไม่เกิน 900 บาทต่อปีค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer correctly outlines covered dental services, implying orthodontics is not covered, though it doesn’t explicitly say “ไม่ได้.” Slightly indirect but acceptable."
5,2,แล้วถ้าไปหาหมอฟันที่คลินิคสามารถเบิกค่าอะไรได้บ้างครับ,5,"5,7,2,43,3,1,8,36,41,27,28,9","กรณีทันตกรรมที่ประกันสังคมระบุไว้มีดังนี้

- กรณีถอนฟัน อุดฟัน ขูดหินปูน และผ่าตัด ฟันคุดให้ผู้ประกันตนมีสิทธิได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็นในอัตราไม่เกิน 900 บาท ต่อปี

ในกรณีที่ผู้ประกันตนเข้ารับบริการทางการแพทย์ ณ สถานพยาบาจ
ที่ทำความตกลงกับสำนักงานประกันสังคมให้ผู้ประกันตนจ่ายค่าบริการทางการแพทย์ให้กับสถานพยาบาล ส่วนเกินจากสิทธิที่ได้รับ
- กรณีใส่ฟันเทียมชนิดถอดได้บางส่วน จะได้รับค่าบริการทางการแพทย์และค่าฟันเทียม เท่าที่จ่ายจริงตามความจำเป็นไม่เกิน 1,500 บาท ภายในระยะเวลา 5 ปี นับแต่วันที่ใส่ฟันเทียม ดังนี้
   1) 1-5 ซี่ เท่าที่จ่ายจริงตามความจำเป็น ไม่เกิน 1,300 บาท
   2) มากกว่า 5 ชี่ เท่าที่จ่ายจริงตามความจำเป็นไม่เกิน 1,500 บาท
- กรณีใส่ฟันเทียมชนิดถอดได้ทั้งปาก เบิกได้เท่าที่จ่ายจริง ไม่เกิน 4,400 บาท ภายใน 5 ปี นับแต่วันที่ใส่ฟันเทียมตามหลักเกณฑ์ ดังนี้
   1) ฟันเทียมชนิดถอดได้ทั้งปากบนหรือล่างเท่าที่จ่ายจริงไม่เกิน 2,400 บาท
   2) ฟันเทียมชนิดถอดได้ทั้งปากบนและล่างเท่าที่จ่ายจริงไม่เกิน 4,400 บาท","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีทันตกรรม ประกันสังคมให้สิทธิประโยชน์สำหรับการถอนฟัน อุดฟัน ขูดหินปูน และผ่าตัดฟันคุด โดยสามารถเบิกค่าบริการทางการแพทย์ได้ตามความจำเป็นในอัตราไม่เกิน 900 บาทต่อปีค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,Retrieval is acceptable as it includes the expected chunk. The answer correctly covers core dental benefits and the 900 THB/year limit but omits important details on denture coverage and network clinic/payment conditions; still generally acceptable for a brief reply.
6,1,ต้องการเปลี่ยนแปลงข้อมูลผู้ประกันตนต้องทำยังไง,0,"25,1,0,21,2,23,17,45,39,24,43,14",กรณีที่ผู้ประกันตนเปลี่ยนแปลงชื่อ-ชื่อสกุล หรือข้อมูลสถานภาพครอบครัวและข้อมูลจำนวนบุตรให้นายจ้างแจ้งภายในวันที่ 15 ของเดือนถัดจากเดือนที่มีการเปลี่ยนแปลง โดยใช้แบบแจ้งการเปลี่ยนแปลงข้อเท็จจริงของผู้ประกันตน (สปส.6-10),"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากต้องการแจ้งเปลี่ยนแปลงข้อเท็จจริงของผู้ประกันตน เช่น การเปลี่ยนแปลงชื่อ-ชื่อสกุล หรือข้อมูลสถานภาพครอบครัวและจำนวนบุตร ให้นายจ้างแจ้งภายในวันที่ 15 ของเดือนถัดจากเดือนที่มีการเปลี่ยนแปลง โดยใช้แบบแจ้งการเปลี่ยนแปลงข้อเท็จจริงของผู้ประกันตน (สปส.6-10) ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Answer matches the expected guidance (form สปส.6-10 and deadline by the 15th of the following month). Retrieval includes the expected chunk, though with many extra chunks; overall acceptable."
6,2,ถ้าแจ้งช้ากว่าวันที่ 15 ของเดือนถัดจากที่มีการเปลี่ยนแปลง จะเกิดอะไรขึ้น หรือขะทำยังไงได้บ้าง,0,"44,46,1,13,21,16,20,2,39,38,28,45",ขออภัยครับ ข้อมูลส่วนนี้ไม่ปรากฎในคู่มือประกันตนที่ผมเข้าถึง ณ ตอนนี้ จึงยืนยันคำตอบให้ไม่ได้ครับ ,"หากแจ้งเปลี่ยนแปลงข้อเท็จจริงล่าช้ากว่าวันที่ 15 ของเดือนถัดจากที่มีการเปลี่ยนแปลง จะมีผลดังนี้ค่ะ

*   **การสิ้นสภาพความเป็นผู้ประกันตน:** หากไม่แจ้งการเปลี่ยนแปลงข้อเท็จจริงตามกำหนด อาจส่งผลให้ผู้ประกันตนสิ้นสภาพความเป็นผู้ประกันตนได้ค่ะ
*   **การรับสิทธิประโยชน์:** การแจ้งล่าช้าอาจมีผลต่อการรับสิทธิประโยชน์บางประการค่ะ

หากเกิดกรณีดังกล่าว แนะนำให้รีบติดต่อสำนักงานประกันสังคมในพื้นที่ เพื่อสอบถามและดำเนินการแก้ไขโดยเร็วที่สุดค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval missed the expected chunk (0) entirely. The answer goes beyond available information with speculative consequences, whereas the expected response should acknowledge lack of data. Both retrieval and answer content are not aligned."
7,1,เบิกค่าคลอดบุตรยังไงได้บ้าง,7,"7,1,27,18,28,10,40,43,15,12,44,14","ผูู้ประกันตนที่ส่งเงินสมทบครบ 5 เดือน ภายใน 15 เดือน
ก่อนเดือนที่คลอดมีสิทธิได้รับค่าคลอดบุตรโดยไม่จํากัดจํานวนครั้ง
ดังนี้
2.1 ผู้ประกันตนหญิง สามารถคลอดบุตรที่สถานพยาบาลใดก็ได้ แล้วนำสำเนาสูติบัตรของบุตร บัตรประจำตัวประชาชนมายื่นเรื่องที่สำนักงานประกันสังคมจะได้รับเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท และยังจะได้รับเงินสงเคราะห์การหยุดงานเพื่อการคลอดบุตรอีก ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ยเป็นเวลา 90 วัน
**หมายเหตุ (เงินสงเคราะห์การหยุดงานเพื่อการคลอดบุตร เบิกได้ไม่เกิน 2 ครั้ง)**
2.2 ผู้ประกันตนชาย ที่มีภริยาจดทะเบียนสมรสหรือหญิง ซึ่งอยู่กินกันฉันสามีภริยาแต่มิได้จดทะเบียนสมรส สามารถเบิกค่าคลอดบุตรได้ โดยนำสำเนาสูติบัตรของบุตร สำเนาทะเบียนสมรส (ถ้ามี) หรือหนังสือรับรองกรณีไม่มีทะเบียนสมรส (เฉพาะกรณีผู้ประกันตนไม่ได้จดทะเบียนสมรสกับภริยา) มาเบิกเงินที่สำนักงานประกันสังคม จะได้รับเฉพาะเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท
2.3 ค่าตรวจและรับฝากครรภ์
อายุครรภ์ไม่เกิน 12 สัปดาห์ จ่ายในอัตราเท่าที่จ่ายจริง ไม่เกิน 500 บาท
อายุครรภ์มากกว่า 12 สัปดาห์ แต่ไม่เกิน 20 สัปดาห์ จ่ายในอัตราเท่าที่จ่ายจริงไม่เกิน 300 บาท
อายุครรภ์มากกว่า 20 สัปดาห์ แต่ไม่เกิน 28 สัปดาห์ จ่ายในอัตราเท่าที่จ่ายจริงไม่เกิน 200 บาท","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ผู้ประกันตนสามารถเบิกค่าคลอดบุตรได้ดังนี้ค่ะ

สำหรับผู้ประกันตนหญิง:
*   ส่งเงินสมทบครบ 5 เดือน ภายใน 15 เดือนก่อนเดือนที่คลอดบุตร
*   สามารถคลอดบุตรที่สถานพยาบาลใดก็ได้
*   ยื่นสำเนาสูติบัตรของบุตร และบัตรประจำตัวประชาชน
*   จะได้รับค่าคลอดบุตรเหมาจ่าย 13,000 บาท
*   ได้รับเงินสงเคราะห์การหยุดงานเพื่อการคลอดบุตร ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ย เป็นเวลา 90 วัน (เบิกได้ไม่เกิน 2 ครั้ง)

สำหรับผู้ประกันตนชาย:
*   ส่งเงินสมทบครบ 5 เดือน ภายใน 15 เดือนก่อนเดือนที่คลอดบุตร
*   มีภริยาที่จดทะเบียนสมรส หรือหญิงที่อยู่กินกันฉันสามีภริยาแต่ไม่ได้จดทะเบียนสมรส
*   ยื่นสำเนาสูติบัตรของบุตร และสำเนาทะเบียนสมรส (ถ้ามี) หรือหนังสือรับรองกรณีไม่มีทะเบียนสมรส
*   จะได้รับเฉพาะค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท

นอกจากนี้ ยังสามารถเบิกค่าตรวจและรับฝากครรภ์ได้ตามหลักเกณฑ์ที่กำหนดค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer accurately covers key points (5/15 eligibility, documents, 13,000 baht, 50% for 90 days, and male partner eligibility). Minor omissions: it doesn’t mention the unlimited number of times for childbirth benefit and skips the specific antenatal care reimbursement amounts."
7,2,ถ้าจะเบิกค่าคลอดบุตรให้แฟนต้องทำยังไง,7,"7,1,43,28,10,27,18,40,45,5,2,15","ผู้ประกันตนชาย ที่มีภริยาจดทะเบียนสมรสหรือหญิง ซึ่งอยู่กินกันฉันสามีภริยาแต่มิได้จดทะเบียนสมรส สามารถเบิกค่าคลอดบุตรได้ โดยนำสำเนาสูติบัตรของบุตร สำเนาทะเบียนสมรส (ถ้ามี) หรือหนังสือรับรองกรณีไม่มีทะเบียนสมรส (เฉพาะกรณีผู้ประกันตนไม่ได้จดทะเบียนสมรสกับภริยา) มาเบิกเงินที่สำนักงานประกันสังคม จะได้รับเฉพาะเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับผู้ประกันตนชายที่ต้องการเบิกค่าคลอดบุตรให้แฟน สามารถดำเนินการได้ดังนี้ค่ะ

เงื่อนไข:
*   ผู้ประกันตนชายต้องส่งเงินสมทบครบ 5 เดือน ภายใน 15 เดือนก่อนเดือนที่คลอดบุตร
*   ต้องมีภริยาที่จดทะเบียนสมรส หรือหญิงที่อยู่กินกันฉันสามีภริยาแต่ไม่ได้จดทะเบียนสมรส

เอกสารที่ต้องใช้:
*   สำเนาสูติบัตรของบุตร
*   สำเนาทะเบียนสมรส (หากจดทะเบียนสมรส)
*   หนังสือรับรองกรณีไม่มีทะเบียนสมรส (หากไม่ได้จดทะเบียนสมรส)

สิทธิประโยชน์ที่จะได้รับ:
*   จะได้รับเฉพาะเงินค่าคลอดบุตรเหมาจ่าย จำนวน 13,000 บาท

ไม่ทราบว่าต้องการสอบถามรายละเอียดเพิ่มเติมในส่วนไหนอีกไหมคะ?",True,"Retrieval includes the expected chunk (7), though with extra chunks. The answer correctly states eligibility, required documents, and the 13,000 THB lump sum, adding a valid contribution condition—overall accurate and acceptable."
8,1,ถ้าเกิดอุบัติเหตุจนพิการทำให้ทำงานไม่ได้ จะได้รับค่าชดเชยอย่างไรบ้าง,8,"44,36,51,39,38,1,37,13,8,28,23,48",กรณีทุพพลภาพระดับความสูญเสียรุนแรง ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ยตลอดชีวิต,"หากประสบอุบัติเหตุจนทุพพลภาพและไม่สามารถทำงานได้ จะได้รับค่าทดแทนการขาดรายได้ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ยตลอดชีวิตค่ะ

นอกจากนี้ ยังมีสิทธิประโยชน์อื่นๆ ที่เกี่ยวข้องกับการทุพพลภาพ ดังนี้ค่ะ

*   **ค่าบริการทางการแพทย์:**
    *   สถานพยาบาลของรัฐ: ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็น โดยไม่ต้องเสียค่าใช้จ่าย
    *   สถานพยาบาลเอกชน: ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงไม่เกินเดือนละ 2,000 บาท (ผู้ป่วยนอก) หรือไม่เกินเดือนละ 4,000 บาท (ผู้ป่วยใน)
*   **ค่ารถพยาบาลหรือค่าพาหนะรับส่งผู้ทุพพลภาพ:** เหมาจ่ายไม่เกินเดือนละ 500 บาท
*   **ค่าใช้จ่ายในกระบวนการฟื้นฟูสมรรถภาพ:** ตามประกาศสำนักงานประกันสังคม

ไม่ทราบว่าสนใจรายละเอียดในส่วนไหนเพิ่มเติมไหมคะ",True,Retrieval includes the expected chunk (8). The answer correctly states the 50% of average wage for life and adds relevant benefits; extra details are acceptable and do not contradict the expected content.
9,1,กรณีทุพพลภาพ จะได้รับสิทธฺ์อะไรบ้าง,8,"8,39,27,28,15,1,51,29,36,10,40,2","ผู้ประกันตนที่ส่งเงินสมทบครบ 3 เดือน ภายใน 15 เดือน ก่อนเดือนที่ทุพพลภาพ
3.1 กรณีทุพพลภาพระดับความสูญเสียไม่รุนแรง ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ ดังนี้
3.1.1 ทุพพลภาพจนทำให้ความสามารถในการทำงานลดลงถึงขนาดไม่อาจประกอบการงานตามปกติและงานอื่นได้ ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ในอัตราร้อยละ 30 ของค่าจ้างตลอดระยะเวลาที่ไม่สามารถประกอบการงานได้แต่ไม่เกิน 180 เดือน
3.1.2 ทุพพลภาพจนทำให้ความสามารถในการทำงานลดลงโดยมีรายได้ลดลงจากเดิมจึงจะได้รับเงินทดแทนการขาดรายได้ในส่วนที่ลดลง แต่ไม่เกินร้อยละ 30 เป็นระยะเวลาไม่เกิน 180 เดือน
3.2 กรณีทุพพลภาพระดับความสูญเสียรุนแรง ให้มีสิทธิได้รับเงินทดแทนการขาดรายได้ในอัตราร้อยละ 50 ของค่าจ้างเฉลี่ยตลอดชีวิต
","กรณีทุพพลภาพ ผู้ประกันตนจะได้รับสิทธิประโยชน์ ดังนี้ค่ะ

1.  **เงินทดแทนการขาดรายได้:**
    *   หากทุพพลภาพจนความสามารถในการทำงานลดลงจนไม่สามารถทำงานตามปกติและงานอื่นได้ จะได้รับเงินทดแทนการขาดรายได้ร้อยละ 30 ของค่าจ้างตลอดระยะเวลาที่ไม่สามารถทำงานได้ แต่ไม่เกิน 180 เดือน
    *   หากทุพพลภาพจนความสามารถในการทำงานลดลงโดยมีรายได้ลดลงจากเดิม จะได้รับเงินทดแทนการขาดรายได้ในส่วนที่ลดลง แต่ไม่เกินร้อยละ 30 เป็นระยะเวลาไม่เกิน 180 เดือน
    *   หากทุพพลภาพระดับความสูญเสียรุนแรง จะได้รับเงินทดแทนการขาดรายได้ร้อยละ 50 ของค่าจ้างเฉลี่ยตลอดชีวิต

2.  **ค่าบริการทางการแพทย์:**
    *   **สถานพยาบาลของรัฐ:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็นสำหรับผู้ป่วยนอก และเข้ารับบริการโดยไม่เสียค่าใช้จ่ายสำหรับผู้ป่วยใน
    *   **สถานพยาบาลเอกชน:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงไม่เกินเดือนละ 2,000 บาทสำหรับผู้ป่วยนอก และไม่เกินเดือนละ 4,000 บาทสำหรับผู้ป่วยใน

3.  **ค่ารถพยาบาลหรือค่าพาหนะรับส่งผู้ทุพพลภาพ:** เหมาจ่ายไม่เกินเดือนละ 500 บาท

4.  **ค่าฟื้นฟูสมรรถภาพ:** ผู้ทุพพลภาพมีสิทธิได้รับค่าใช้จ่ายในกระบวนการฟื้นฟูสมรรถภาพของร่างกาย จิตใจ และอาชีพ

หากผู้ทุพพลภาพเสียชีวิต จะได้รับสิทธิประโยชน์เช่นเดียวกับกรณีตายค่ะ

ไม่ทราบว่าสนใจรายละเอียดในส่วนไหนเพิ่มเติมไหมคะ",True,"Retrieval is acceptable as it includes the expected chunk. The answer correctly covers the 30%/180 months and 50% lifetime average benefits and adds relevant related benefits, but it omits the eligibility condition (3 months within 15 months). Overall mostly correct with a minor omission in answer content."
9,2,ถ้าทุพพลภาพมีสิทธิรักษาในรพ.เอกชนมั้ย,8,"8,3,43,39,4,2,29,28,51,45,15,1",มีสิทธิครับ ผู้ทุพพลภาพมีสิทธิได้รับค่าใช้จ่ายในกระบวนการฟื้นฟูสมรรถภาพของร่างกาย จิตใจและอาชีพ ตามประกาศสำนักงานประกันสังคม เรื่อง กำหนดหลักเกณฑ์อัตราค่าฟื้นฟูของผู้ทุพพลภาพ,"กรณีทุพพลภาพ หากเข้ารับการรักษาในโรงพยาบาลเอกชน ผู้ประกันตนจะได้รับค่าบริการทางการแพทย์ดังนี้ค่ะ

*   **ผู้ป่วยนอก:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงไม่เกินเดือนละ 2,000 บาท
*   **ผู้ป่วยใน:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริงไม่เกินเดือนละ 4,000 บาท

ไม่ทราบว่าต้องการทราบรายละเอียดเพิ่มเติมในส่วนไหนอีกไหมคะ",True,"Retrieval includes the expected chunk (8), though with extra ones. The answer correctly affirms eligibility for treatment at private hospitals and provides relevant benefit limits; despite not mentioning the rehab/announcement phrasing in the expected answer, it remains accurate and acceptable."
9,3,ได้จำกัดครั้งละกี่บาทครับ,8,"28,37,3,18,41,7,36,5,1,31,10,27",ขออภัยครับ ข้อมูลส่วนนี้ไม่ปรากฎในคู่มือประกันตนที่ผมเข้าถึง ณ ตอนนี้ จึงยืนยันคำตอบให้ไม่ได้ครับ ,"กรณีทุพพลภาพ หากเข้ารับการรักษาในโรงพยาบาลเอกชน จะได้รับค่าบริการทางการแพทย์ดังนี้ค่ะ

*   **ผู้ป่วยนอก:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริง **ไม่เกินเดือนละ 2,000 บาท**
*   **ผู้ป่วยใน:** ได้รับค่าบริการทางการแพทย์เท่าที่จ่ายจริง **ไม่เกินเดือนละ 4,000 บาท**

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มเติมไหมคะ",False,"Retrieval did not include the expected chunk, and the answer provides specific benefit amounts that conflict with the expected response of unavailable information. This suggests unsupported or fabricated details; both retrieval and answer content are problematic."
10,1,ถ้าต้ายได้ค่าคำศพเท่าไหร่,9,"42,36,9,3,27,28,2,5,7,12,31,8","ผู้ประกันตนที่ส่งเงินสมทบครบ 1 เดือน ภายใน 6 เดือน ก่อนเดือนถึงแก่ความตาย
• ได้รับค่าทําศพ 40,000 บาท","หากผู้ประกันตนจ่ายเงินสมทบมาแล้ว 6 ใน 12 เดือนก่อนเดือนที่ตาย จะได้รับค่าทำศพ 40,000 บาทค่ะ

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มเติมไหมคะ?",False,"Retrieval is acceptable since the expected chunk (9) is included. However, the answer adds an incorrect eligibility condition (6/12 months) that contradicts the expected requirement (1 month within the last 6 months). While the amount (40,000 บาท) is correct, the misinformation makes the content unreliable."
10,2,ได้เงินอย่างอื่นนอกจากค่าทำศพมั้ย,9,"42,9,27,30,1,36,28,2,7,3,8,12","มีเงินสงเคราะห์กรณีตายครับ
   - หากผู้ประกันตนจ่ายเงินสมทบตั้งแต่ 36 เดือนขึ้นไป แต่ไม่ถึง 120 เดือน จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 4 เดือน
   - หากผู้ประกันตนจ่ายเงินสมทบตั้งแต่ 120 เดือนขึ้นไป จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 12 เดือน","หากผู้ประกันตนเสียชีวิต จะได้รับเงินสงเคราะห์กรณีตายด้วยค่ะ โดยจำนวนเงินจะขึ้นอยู่กับระยะเวลาที่จ่ายเงินสมทบ ดังนี้ค่ะ

*   จ่ายเงินสมทบตั้งแต่ 36 เดือนขึ้นไป แต่ไม่ถึง 120 เดือน จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 4 เดือน
*   จ่ายเงินสมทบตั้งแต่ 120 เดือนขึ้นไป จะได้รับเงินสงเคราะห์ในอัตราร้อยละ 50 ของค่าจ้าง 12 เดือน

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable since it includes the expected chunk (despite extra ones). The answer accurately provides the death grant details and conditions, aligning with the expected content."
11,1,เงินบำนาญชราภาพของผมจะได้เท่าไหร่ต่อเดือน,11,"12,11,28,18,27,1,9,10,8,38,37,15","เงินบำนาญชราภาพ
ได้รับเงินบำนาญชราภาพร้อยละ 20 ของค่าจ้างเฉลี่ย 60 เดือนสุดท้าย ที่ใช้เป็นฐานในการคำนวณเงินสมทบก่อนความเป็นผู้ประกันตนสิ้นสุดลง กรณีจ่ายเงินสมทบมากกว่า 180 เดือน (15 ปีขึ้นไป) ให้ปรับเพิ่มอัตราเงินบำนาญชราภาพขึ้นอีกร้อยละ 1.5 ต่อระยะเวลาการจ่ายเงินสมทบครบทุก 12 เดือน

หากคุณต้องการให้ผมคำนวณ รบกวนขอข้อมูลดังนี้ 
1. ค่าจ้างเฉลี่ย 60 เดือนสุดท้าย ที่ใช้เป็นฐานในการคำนวณเงินสมทบก่อนความเป็นผู้ประกันตนสิ้นสุดลง
2. จำนวนปีทั้งหมดที่ส่งเงินสมทบ","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

เงินบำนาญชราภาพจะคำนวณจากค่าจ้างเฉลี่ย 60 เดือนสุดท้ายที่คุณใช้เป็นฐานในการคำนวณเงินสมทบก่อนความเป็นผู้ประกันตนสิ้นสุดลงค่ะ โดยจะได้รับร้อยละ 20 ของค่าจ้างเฉลี่ยนี้

หากคุณจ่ายเงินสมทบมากกว่า 180 เดือน (15 ปีขึ้นไป) จะได้รับปรับเพิ่มอัตราเงินบำนาญชราภาพอีกร้อยละ 1.5 ต่อระยะเวลาการจ่ายเงินสมทบครบทุก 12 เดือนค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,Retrieval is acceptable since it includes the expected chunk (11). The answer correctly states the pension formula and conditions; minor omission is not explicitly asking for the specific data needed to calculate the exact amount.
11,2,ผมยังไม่มีข้อมูลตอนนี้ครับ,11,"50,40,39,38,13,42,9,14,11,52,45,28","หากคุณมีข้อมูลพร้อมแล้ว สามารถนำสูตรนี้ไปคำนวณได้ครับ
สูตรคำนวณเงินบำนาญชราภาพ
= ค่าจ้างเฉลี่ย 60 เดือนสุดท้าย คูณด้วย 20% (+ จำนวน % ที่เพิ่มให้อีกปีละ 1.5%)
**เงินบำนาญชราภาพ : จ่ายเป็นรายเดือนตลอดชีวิต**",ไม่เป็นไรค่ะ หากมีข้อมูลเพิ่มเติม หรือต้องการสอบถามเรื่องอื่น ๆ สามารถแจ้งได้เลยนะคะ ดิฉันน้องออมสุข ยินดีให้บริการค่ะ,False,"Retrieval includes the expected chunk (11), but the answer is a generic courtesy message and omits the key formula and guidance expected. The failure is in answer content, not retrieval."
12,1,ผมอยากรู้ว่าเงินบำเหน็จของผมคิดยังไง,11,"11,12,1,27,9,18,13,10,7,16,28,31","การคำนวณเงินบำเหน็จ แบ่งออกเป็น 2 กรณี
1.กรณีจ่ายเงินสมทบตั้งแต่ 1 - 11 เดือน
2.กรณีจ่ายเงินสมทบตั้งแต่ 12 - 179 เดือน
คุณอยู่ในกรณีไหนครับ
","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับเงินบำเหน็จชราภาพ จะคำนวณดังนี้ค่ะ

กรณีจ่ายเงินสมทบต่ำกว่า 12 เดือน จะได้รับเงินบำเหน็จชราภาพเท่ากับจำนวนเงินสมทบเฉพาะส่วนของผู้ประกันตนค่ะ

กรณีจ่ายเงินสมทบตั้งแต่ 12 เดือนขึ้นไป แต่ไม่ครบ 180 เดือน จะได้รับเงินบำเหน็จชราภาพเท่ากับจำนวนเงินสมทบที่ผู้ประกันตนและนายจ้างจ่ายสมทบ พร้อมผลประโยชน์ตอบแทนตามที่สำนักงานประกันสังคมประกาศกำหนดค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,Retrieval is acceptable as it includes the expected chunk. The answer correctly explains the two calculation cases (under 12 months and 12–179 months) with accurate details; minor stylistic difference in not asking which case applies is acceptable.
12,2,แบบที่ 2 ครับ,11,"1,17,14,24,25,0,15,12,16,11,9,6","กรณีจ่ายเงินสมทบตั้งแต่ 12 - 179 เดือน
= เงินสมทบของผู้ประกันตน + เงินสมทบของนายจ้าง + ผลประโยชน์ตอบแทน
**เงินบำเหน็จชราภาพ : จ่ายเป็นก้อนครั้งเดียว**","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับเงินบำเหน็จชราภาพ กรณีจ่ายเงินสมทบตั้งแต่ 12 เดือนขึ้นไป แต่ไม่ครบ 180 เดือน จะได้รับเงินบำเหน็จชราภาพเท่ากับจำนวนเงินสมทบที่ผู้ประกันตนและนายจ้างจ่ายสมทบ พร้อมผลประโยชน์ตอบแทนตามที่สำนักงานประกันสังคมประกาศกำหนดค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval includes the expected chunk (11), so acceptable. The answer correctly states the 12–179 month rule and the components (employee + employer contributions plus returns). Minor omission: it does not explicitly say it’s paid as a lump-sum, though implied by “เงินบำเหน็จชราภาพ.”"
